Time Type Lambda Xn Yn Zn Xs Ys Zs 
0.0100 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -0.638
0.0200 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -2.445
0.0300 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -5.274
0.0400 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -8.998
0.0500 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -13.506
0.0600 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -18.700
0.0700 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -24.493
0.0800 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -30.812
0.0900 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -37.590
0.1000 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -44.770
0.1100 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -51.981
0.1200 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -58.438
0.1300 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -63.707
0.1400 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -68.059
0.1500 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -71.926
0.1600 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -75.464
0.1700 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -78.608
0.1800 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -81.305
0.1900 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -83.617
0.2000 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -85.641
0.2100 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -87.437
0.2200 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -89.020
0.2300 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -90.398
0.2400 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -91.596
0.2500 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -92.642
0.2600 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -93.562
0.2700 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -94.368
0.2800 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -95.074
0.2900 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -95.689
0.3000 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -96.227
0.3100 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -96.699
0.3200 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -97.112
0.3300 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -97.473
0.3400 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -97.789
0.3500 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -98.065
0.3600 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -98.307
0.3700 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -98.519
0.3800 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -98.704
0.3900 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -98.866
0.4000 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.008
0.4100 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.132
0.4200 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.241
0.4300 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.336
0.4400 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.419
0.4500 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.491
0.4600 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.555
0.4700 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.611
0.4800 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.659
0.4900 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.702
0.5000 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.739
0.5100 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.772
0.5200 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.800
0.5300 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.825
0.5400 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.847
0.5500 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.866
0.5600 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.883
0.5700 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.898
0.5800 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.911
0.5900 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.922
0.6000 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.932
0.6100 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.940
0.6200 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.948
0.6300 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.954
0.6400 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.960
0.6500 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.965
0.6600 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.969
0.6700 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.973
0.6800 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.977
0.6900 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.980
0.7000 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.982
0.7100 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.984
0.7200 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.986
0.7300 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.988
0.7400 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.990
0.7500 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.991
0.7600 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.992
0.7700 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.993
0.7800 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.994
0.7900 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.995
0.8000 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.995
0.8100 0 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.996
0.8100 1 0.00000 0.000 0.000 -100.000 0.000 0.000 -99.997
0.8200 1 0.00114 0.399 0.000 -100.000 0.201 0.000 -99.997
0.8300 2 0.00454 1.588 0.000 -100.000 1.085 0.000 -99.997
0.8400 2 0.00881 3.083 0.000 -100.000 2.756 0.000 -99.998
0.8500 2 0.01308 4.578 0.000 -100.000 4.643 0.000 -99.998
0.8600 2 0.01735 6.073 0.000 -100.000 6.246 0.000 -99.998
0.8700 2 0.02162 7.568 0.000 -100.000 7.600 0.000 -99.999
0.8800 2 0.02589 9.063 0.000 -100.000 8.973 0.000 -99.999
0.8900 2 0.03017 10.558 0.000 -100.000 10.477 0.000 -99.999
0.9000 2 0.03444 12.053 0.000 -100.000 12.039 0.000 -99.999
0.9100 2 0.03871 13.548 0.000 -100.000 13.563 0.000 -99.999
0.9200 2 0.04298 15.043 0.000 -100.000 15.040 0.000 -99.999
0.9300 2 0.04725 16.538 0.000 -100.000 16.512 0.000 -99.999
0.9400 2 0.05152 18.033 0.000 -100.000 18.005 0.000 -100.000
0.9500 2 0.05579 19.527 0.000 -100.000 19.511 0.000 -100.000
0.9600 2 0.06006 21.022 0.000 -100.000 21.013 0.000 -100.000
0.9700 2 0.06434 22.517 0.000 -100.000 22.506 0.000 -100.000
0.9800 2 0.06861 24.012 0.000 -100.000 23.998 0.000 -100.000
0.9900 2 0.07288 25.507 0.000 -100.000 25.492 0.000 -100.000
1.0000 2 0.07715 27.002 0.000 -100.000 26.989 0.000 -100.000
1.0100 2 0.08142 28.497 0.000 -100.000 28.486 0.000 -100.000
1.0200 2 0.08569 29.992 0.000 -100.000 29.981 0.000 -100.000
1.0300 2 0.08996 31.487 0.000 -100.000 31.476 0.000 -100.000
1.0400 2 0.09423 32.982 0.000 -100.000 32.971 0.000 -100.000
1.0500 2 0.09851 34.477 0.000 -100.000 34.466 0.000 -100.000
1.0600 2 0.10278 35.972 0.000 -100.000 35.962 0.000 -100.000
1.0700 2 0.10705 37.467 0.000 -100.000 37.457 0.000 -100.000
1.0800 2 0.11132 38.962 0.000 -100.000 38.953 0.000 -100.000
1.0900 2 0.11559 40.456 0.000 -100.000 40.448 0.000 -100.000
1.1000 2 0.11986 41.951 0.000 -100.000 41.943 0.000 -100.000
1.1100 2 0.12413 43.446 0.000 -100.000 43.438 0.000 -100.000
1.1200 2 0.12840 44.941 0.000 -100.000 44.934 0.000 -100.000
1.1300 2 0.13267 46.436 0.000 -100.000 46.429 0.000 -100.000
1.1400 2 0.13695 47.931 0.000 -100.000 47.924 0.000 -100.000
1.1500 2 0.14122 49.426 0.000 -100.000 49.419 0.000 -100.000
1.1600 2 0.14549 50.921 0.000 -100.000 50.914 0.000 -100.000
1.1700 2 0.14976 52.416 0.000 -100.000 52.410 0.000 -100.000
1.1800 2 0.15403 53.911 0.000 -100.000 53.905 0.000 -100.000
1.1900 2 0.15830 55.406 0.000 -100.000 55.400 0.000 -100.000
1.2000 2 0.16257 56.901 0.000 -100.000 56.895 0.000 -100.000
1.2100 2 0.16684 58.396 0.000 -100.000 58.390 0.000 -100.000
1.2200 2 0.17112 59.891 0.000 -100.000 59.885 0.000 -100.000
1.2300 2 0.17539 61.385 0.000 -100.000 61.381 0.000 -100.000
1.2400 2 0.17966 62.880 0.000 -100.000 62.876 0.000 -100.000
1.2500 2 0.18393 64.375 0.000 -100.000 64.371 0.000 -100.000
1.2600 2 0.18820 65.870 0.000 -100.000 65.866 0.000 -100.000
1.2700 2 0.19247 67.365 0.000 -100.000 67.361 0.000 -100.000
1.2800 2 0.19674 68.860 0.000 -100.000 68.856 0.000 -100.000
1.2900 2 0.20101 70.355 0.000 -100.000 70.351 0.000 -100.000
1.3000 2 0.20529 71.850 0.000 -100.000 71.846 0.000 -100.000
1.3100 2 0.20956 73.345 0.000 -100.000 73.341 0.000 -100.000
1.3200 2 0.21383 74.840 0.000 -100.000 74.836 0.000 -100.000
1.3300 2 0.21810 76.335 0.000 -100.000 76.331 0.000 -100.000
1.3400 2 0.22237 77.830 0.000 -100.000 77.827 0.000 -100.000
1.3500 2 0.22664 79.325 0.000 -100.000 79.322 0.000 -100.000
1.3600 2 0.23091 80.820 0.000 -100.000 80.817 0.000 -100.000
1.3700 2 0.23518 82.314 0.000 -100.000 82.312 0.000 -100.000
1.3800 2 0.23946 83.809 0.000 -100.000 83.807 0.000 -100.000
1.3900 2 0.24373 85.304 0.000 -100.000 85.302 0.000 -100.000
1.4000 2 0.24800 86.799 0.000 -100.000 86.797 0.000 -100.000
1.4100 2 0.25227 88.294 0.000 -100.000 88.292 0.000 -100.000
1.4200 2 0.25654 89.789 0.000 -100.000 89.787 0.000 -100.000
1.4300 2 0.26081 91.284 0.000 -100.000 91.282 0.000 -100.000
1.4400 2 0.26508 92.779 0.000 -100.000 92.777 0.000 -100.000
1.4500 2 0.26935 94.274 0.000 -100.000 94.272 0.000 -100.000
1.4600 2 0.27363 95.769 0.000 -100.000 95.767 0.000 -100.000
1.4700 2 0.27790 97.264 0.000 -100.000 97.262 0.000 -100.000
1.4800 2 0.28217 98.759 0.000 -100.000 98.757 0.000 -100.000
1.4900 2 0.28644 100.254 0.000 -100.000 100.252 0.000 -100.000
1.5000 2 0.29071 101.749 0.000 -100.000 101.747 0.000 -100.000
1.5100 2 0.29498 103.243 0.000 -100.000 103.242 0.000 -100.000
1.5200 2 0.29925 104.738 0.000 -100.000 104.737 0.000 -100.000
1.5300 2 0.30352 106.233 0.000 -100.000 106.232 0.000 -100.000
1.5400 2 0.30779 107.728 0.000 -100.000 107.727 0.000 -100.000
1.5500 2 0.31207 109.223 0.000 -100.000 109.222 0.000 -100.000
1.5600 2 0.31634 110.718 0.000 -100.000 110.717 0.000 -100.000
1.5700 2 0.32061 112.213 0.000 -100.000 112.212 0.000 -100.000
1.5800 2 0.32488 113.708 0.000 -100.000 113.707 0.000 -100.000
1.5900 2 0.32915 115.203 0.000 -100.000 115.202 0.000 -100.000
1.6000 2 0.33342 116.698 0.000 -100.000 116.697 0.000 -100.000
1.6100 2 0.33769 118.193 0.000 -100.000 118.192 0.000 -100.000
1.6200 2 0.34196 119.688 0.000 -100.000 119.687 0.000 -100.000
1.6300 2 0.34624 121.183 0.000 -100.000 121.182 0.000 -100.000
1.6400 2 0.35051 122.678 0.000 -100.000 122.677 0.000 -100.000
1.6500 2 0.35478 124.172 0.000 -100.000 124.172 0.000 -100.000
1.6600 2 0.35905 125.667 0.000 -100.000 125.667 0.000 -100.000
1.6700 2 0.36332 127.162 0.000 -100.000 127.162 0.000 -100.000
1.6800 2 0.36759 128.657 0.000 -100.000 128.656 0.000 -100.000
1.6900 2 0.37186 130.152 0.000 -100.000 130.151 0.000 -100.000
1.7000 2 0.37613 131.647 0.000 -100.000 131.646 0.000 -100.000
1.7100 2 0.38041 133.142 0.000 -100.000 133.141 0.000 -100.000
1.7200 2 0.38468 134.637 0.000 -100.000 134.636 0.000 -100.000
1.7300 2 0.38895 136.132 0.000 -100.000 136.131 0.000 -100.000
1.7400 2 0.39322 137.627 0.000 -100.000 137.626 0.000 -100.000
1.7500 2 0.39749 139.122 0.000 -100.000 139.121 0.000 -100.000
1.7600 2 0.40176 140.617 0.000 -100.000 140.616 0.000 -100.000
1.7700 2 0.40603 142.112 0.000 -100.000 142.111 0.000 -100.000
1.7800 2 0.41030 143.607 0.000 -100.000 143.606 0.000 -100.000
1.7900 2 0.41458 145.101 0.000 -100.000 145.101 0.000 -100.000
1.8000 2 0.41885 146.596 0.000 -100.000 146.596 0.000 -100.000
1.8100 2 0.42312 148.091 0.000 -100.000 148.091 0.000 -100.000
1.8200 2 0.42739 149.586 0.000 -100.000 149.586 0.000 -100.000
1.8300 2 0.43166 151.081 0.000 -100.000 151.081 0.000 -100.000
1.8400 2 0.43593 152.576 0.000 -100.000 152.576 0.000 -100.000
1.8500 2 0.44020 154.071 0.000 -100.000 154.071 0.000 -100.000
1.8600 2 0.44447 155.566 0.000 -100.000 155.566 0.000 -100.000
1.8700 2 0.44875 157.061 0.000 -100.000 157.061 0.000 -100.000
1.8800 2 0.45302 158.556 0.000 -100.000 158.555 0.000 -100.000
1.8900 2 0.45729 160.051 0.000 -100.000 160.050 0.000 -100.000
1.9000 2 0.46156 161.546 0.000 -100.000 161.545 0.000 -100.000
1.9100 2 0.46583 163.041 0.000 -100.000 163.040 0.000 -100.000
1.9200 2 0.47010 164.536 0.000 -100.000 164.535 0.000 -100.000
1.9300 2 0.47437 166.030 0.000 -100.000 166.030 0.000 -100.000
1.9400 2 0.47864 167.525 0.000 -100.000 167.525 0.000 -100.000
1.9500 2 0.48292 169.020 0.000 -100.000 169.020 0.000 -100.000
1.9600 2 0.48719 170.515 0.000 -100.000 170.515 0.000 -100.000
1.9700 2 0.49146 172.010 0.000 -100.000 172.010 0.000 -100.000
1.9800 2 0.49573 173.505 0.000 -100.000 173.505 0.000 -100.000
1.9900 2 0.50000 175.000 0.000 -100.000 175.000 0.000 -100.000
2.0000 2 0.50427 176.495 0.000 -100.000 176.495 0.000 -100.000
2.0100 2 0.50854 177.990 0.000 -100.000 177.990 0.000 -100.000
2.0200 2 0.51281 179.485 0.000 -100.000 179.485 0.000 -100.000
2.0300 2 0.51708 180.980 0.000 -100.000 180.980 0.000 -100.000
2.0400 2 0.52136 182.475 0.000 -100.000 182.475 0.000 -100.000
2.0500 2 0.52563 183.970 0.000 -100.000 183.969 0.000 -100.000
2.0600 2 0.52990 185.464 0.000 -100.000 185.464 0.000 -100.000
2.0700 2 0.53417 186.959 0.000 -100.000 186.959 0.000 -100.000
2.0800 2 0.53844 188.454 0.000 -100.000 188.454 0.000 -100.000
2.0900 2 0.54271 189.949 0.000 -100.000 189.949 0.000 -100.000
2.1000 2 0.54698 191.444 0.000 -100.000 191.444 0.000 -100.000
2.1100 2 0.55125 192.939 0.000 -100.000 192.939 0.000 -100.000
2.1200 2 0.55553 194.434 0.000 -100.000 194.434 0.000 -100.000
2.1300 2 0.55980 195.929 0.000 -100.000 195.929 0.000 -100.000
2.1400 2 0.56407 197.424 0.000 -100.000 197.424 0.000 -100.000
2.1500 2 0.56834 198.919 0.000 -100.000 198.919 0.000 -100.000
2.1600 2 0.57261 200.414 0.000 -100.000 200.414 0.000 -100.000
2.1700 2 0.57688 201.909 0.000 -100.000 201.909 0.000 -100.000
2.1800 2 0.58115 203.404 0.000 -100.000 203.404 0.000 -100.000
2.1900 2 0.58542 204.899 0.000 -100.000 204.899 0.000 -100.000
2.2000 2 0.58970 206.393 0.000 -100.000 206.393 0.000 -100.000
2.2100 2 0.59397 207.888 0.000 -100.000 207.888 0.000 -100.000
2.2200 2 0.59824 209.383 0.000 -100.000 209.383 0.000 -100.000
2.2300 2 0.60251 210.878 0.000 -100.000 210.878 0.000 -100.000
2.2400 2 0.60678 212.373 0.000 -100.000 212.373 0.000 -100.000
2.2500 2 0.61105 213.868 0.000 -100.000 213.868 0.000 -100.000
2.2600 2 0.61532 215.363 0.000 -100.000 215.363 0.000 -100.000
2.2700 2 0.61959 216.858 0.000 -100.000 216.858 0.000 -100.000
2.2800 2 0.62387 218.353 0.000 -100.000 218.353 0.000 -100.000
2.2900 2 0.62814 219.848 0.000 -100.000 219.848 0.000 -100.000
2.3000 2 0.63241 221.343 0.000 -100.000 221.343 0.000 -100.000
2.3100 2 0.63668 222.838 0.000 -100.000 222.838 0.000 -100.000
2.3200 2 0.64095 224.333 0.000 -100.000 224.333 0.000 -100.000
2.3300 2 0.64522 225.828 0.000 -100.000 225.828 0.000 -100.000
2.3400 2 0.64949 227.322 0.000 -100.000 227.323 0.000 -100.000
2.3500 2 0.65376 228.817 0.000 -100.000 228.817 0.000 -100.000
2.3600 2 0.65804 230.312 0.000 -100.000 230.312 0.000 -100.000
2.3700 2 0.66231 231.807 0.000 -100.000 231.807 0.000 -100.000
2.3800 2 0.66658 233.302 0.000 -100.000 233.302 0.000 -100.000
2.3900 2 0.67085 234.797 0.000 -100.000 234.797 0.000 -100.000
2.4000 2 0.67512 236.292 0.000 -100.000 236.292 0.000 -100.000
2.4100 2 0.67939 237.787 0.000 -100.000 237.787 0.000 -100.000
2.4200 2 0.68366 239.282 0.000 -100.000 239.282 0.000 -100.000
2.4300 2 0.68793 240.777 0.000 -100.000 240.777 0.000 -100.000
2.4400 2 0.69221 242.272 0.000 -100.000 242.272 0.000 -100.000
2.4500 2 0.69648 243.767 0.000 -100.000 243.767 0.000 -100.000
2.4600 2 0.70075 245.262 0.000 -100.000 245.262 0.000 -100.000
2.4700 2 0.70502 246.757 0.000 -100.000 246.757 0.000 -100.000
2.4800 2 0.70929 248.251 0.000 -100.000 248.252 0.000 -100.000
2.4900 2 0.71356 249.746 0.000 -100.000 249.746 0.000 -100.000
2.5000 2 0.71783 251.241 0.000 -100.000 251.241 0.000 -100.000
2.5100 2 0.72210 252.736 0.000 -100.000 252.736 0.000 -100.000
2.5200 2 0.72637 254.231 0.000 -100.000 254.231 0.000 -100.000
2.5300 2 0.73065 255.726 0.000 -100.000 255.726 0.000 -100.000
2.5400 2 0.73492 257.221 0.000 -100.000 257.221 0.000 -100.000
2.5500 2 0.73919 258.716 0.000 -100.000 258.716 0.000 -100.000
2.5600 2 0.74346 260.211 0.000 -100.000 260.211 0.000 -100.000
2.5700 2 0.74773 261.706 0.000 -100.000 261.706 0.000 -100.000
2.5800 2 0.75200 263.201 0.000 -100.000 263.201 0.000 -100.000
2.5900 2 0.75627 264.696 0.000 -100.000 264.696 0.000 -100.000
2.6000 2 0.76054 266.191 0.000 -100.000 266.191 0.000 -100.000
2.6100 2 0.76482 267.686 0.000 -100.000 267.686 0.000 -100.000
2.6200 2 0.76909 269.180 0.000 -100.000 269.181 0.000 -100.000
2.6300 2 0.77336 270.675 0.000 -100.000 270.675 0.000 -100.000
2.6400 2 0.77763 272.170 0.000 -100.000 272.170 0.000 -100.000
2.6500 2 0.78190 273.665 0.000 -100.000 273.665 0.000 -100.000
2.6600 2 0.78617 275.160 0.000 -100.000 275.160 0.000 -100.000
2.6700 2 0.79044 276.655 0.000 -100.000 276.655 0.000 -100.000
2.6800 2 0.79471 278.150 0.000 -100.000 278.150 0.000 -100.000
2.6900 2 0.79899 279.645 0.000 -100.000 279.645 0.000 -100.000
2.7000 2 0.80326 281.140 0.000 -100.000 281.140 0.000 -100.000
2.7100 2 0.80753 282.635 0.000 -100.000 282.635 0.000 -100.000
2.7200 2 0.81180 284.130 0.000 -100.000 284.130 0.000 -100.000
2.7300 2 0.81607 285.625 0.000 -100.000 285.625 0.000 -100.000
2.7400 2 0.82034 287.120 0.000 -100.000 287.120 0.000 -100.000
2.7500 2 0.82461 288.615 0.000 -100.000 288.615 0.000 -100.000
2.7600 2 0.82888 290.109 0.000 -100.000 290.110 0.000 -100.000
2.7700 2 0.83316 291.604 0.000 -100.000 291.604 0.000 -100.000
2.7800 2 0.83743 293.099 0.000 -100.000 293.099 0.000 -100.000
2.7900 2 0.84170 294.594 0.000 -100.000 294.594 0.000 -100.000
2.8000 2 0.84597 296.089 0.000 -100.000 296.089 0.000 -100.000
2.8100 2 0.85024 297.584 0.000 -100.000 297.584 0.000 -100.000
2.8200 2 0.85451 299.079 0.000 -100.000 299.079 0.000 -100.000
2.8300 2 0.85878 300.574 0.000 -100.000 300.574 0.000 -100.000
2.8400 2 0.86305 302.069 0.000 -100.000 302.069 0.000 -100.000
2.8500 2 0.86733 303.564 0.000 -100.000 303.564 0.000 -100.000
2.8600 2 0.87160 305.059 0.000 -100.000 305.059 0.000 -100.000
2.8700 2 0.87587 306.554 0.000 -100.000 306.554 0.000 -100.000
2.8800 2 0.88014 308.049 0.000 -100.000 308.049 0.000 -100.000
2.8900 2 0.88441 309.544 0.000 -100.000 309.544 0.000 -100.000
2.9000 2 0.88868 311.038 0.000 -100.000 311.039 0.000 -100.000
2.9100 2 0.89295 312.533 0.000 -100.000 312.534 0.000 -100.000
2.9200 2 0.89722 314.028 0.000 -100.000 314.028 0.000 -100.000
2.9300 2 0.90149 315.523 0.000 -100.000 315.523 0.000 -100.000
2.9400 2 0.90577 317.018 0.000 -100.000 317.018 0.000 -100.000
2.9500 2 0.91004 318.513 0.000 -100.000 318.513 0.000 -100.000
2.9600 2 0.91431 320.008 0.000 -100.000 320.008 0.000 -100.000
2.9700 2 0.91858 321.503 0.000 -100.000 321.503 0.000 -100.000
2.9800 2 0.92285 322.998 0.000 -100.000 322.998 0.000 -100.000
2.9900 2 0.92712 324.493 0.000 -100.000 324.493 0.000 -100.000
3.0000 2 0.93139 325.988 0.000 -100.000 325.988 0.000 -100.000
3.0100 2 0.93566 327.483 0.000 -100.000 327.483 0.000 -100.000
3.0200 2 0.93994 328.978 0.000 -100.000 328.978 0.000 -100.000
3.0300 2 0.94421 330.473 0.000 -100.000 330.473 0.000 -100.000
3.0400 2 0.94848 331.967 0.000 -100.000 331.968 0.000 -100.000
3.0500 2 0.95275 333.462 0.000 -100.000 333.463 0.000 -100.000
3.0600 2 0.95702 334.957 0.000 -100.000 334.957 0.000 -100.000
3.0700 2 0.96129 336.452 0.000 -100.000 336.452 0.000 -100.000
3.0800 2 0.96556 337.947 0.000 -100.000 337.947 0.000 -100.000
3.0900 2 0.96983 339.442 0.000 -100.000 339.442 0.000 -100.000
3.1000 2 0.97411 340.937 0.000 -100.000 340.937 0.000 -100.000
3.1100 2 0.97838 342.432 0.000 -100.000 342.432 0.000 -100.000
3.1200 2 0.98265 343.927 0.000 -100.000 343.927 0.000 -100.000
3.1300 2 0.98692 345.422 0.000 -100.000 345.422 0.000 -100.000
3.1400 2 0.99119 346.917 0.000 -100.000 346.917 0.000 -100.000
3.1500 2 0.99546 348.412 0.000 -100.000 348.412 0.000 -100.000
3.1600 3 0.99886 349.601 0.000 -100.000 349.753 0.000 -100.000
3.1700 3 1.00000 350.000 0.000 -100.000 350.468 0.000 -100.000
3.1700 1 0.00000 350.000 0.000 -100.000 350.356 0.000 -100.000
3.1800 1 0.00160 350.000 0.399 -100.000 349.944 0.201 -100.000
3.1900 2 0.00548 350.000 1.371 -100.000 349.796 0.989 -100.000
3.2000 2 0.00947 350.000 2.368 -100.000 349.927 2.264 -100.000
3.2100 2 0.01346 350.000 3.365 -100.000 350.065 3.502 -100.000
3.2200 2 0.01745 350.000 4.362 -100.000 350.069 4.481 -100.000
3.2300 2 0.02144 350.000 5.359 -100.000 350.002 5.350 -100.000
3.2400 2 0.02542 350.000 6.356 -100.000 349.967 6.292 -100.000
3.2500 2 0.02941 350.000 7.353 -100.000 349.983 7.326 -100.000
3.2600 2 0.03340 350.000 8.350 -100.000 350.008 8.368 -100.000
3.2700 2 0.03739 350.000 9.347 -100.000 350.013 9.369 -100.000
3.2800 2 0.04138 350.000 10.344 -100.000 350.003 10.346 -100.000
3.2900 2 0.04536 350.000 11.341 -100.000 349.995 11.331 -100.000
3.3000 2 0.04935 350.000 12.338 -100.000 349.997 12.332 -100.000
3.3100 2 0.05334 350.000 13.335 -100.000 350.001 13.337 -100.000
3.3200 2 0.05733 350.000 14.332 -100.000 350.002 14.336 -100.000
3.3300 2 0.06132 350.000 15.329 -100.000 350.001 15.330 -100.000
3.3400 2 0.06530 350.000 16.326 -100.000 350.000 16.324 -100.000
3.3500 2 0.06929 350.000 17.323 -100.000 350.000 17.322 -100.000
3.3600 2 0.07328 350.000 18.320 -100.000 350.000 18.320 -100.000
3.3700 2 0.07727 350.000 19.317 -100.000 350.001 19.318 -100.000
3.3800 2 0.08126 350.000 20.314 -100.000 350.000 20.314 -100.000
3.3900 2 0.08524 350.000 21.311 -100.000 350.000 21.311 -100.000
3.4000 2 0.08923 350.000 22.308 -100.000 350.000 22.308 -100.000
3.4100 2 0.09322 350.000 23.305 -100.000 350.000 23.305 -100.000
3.4200 2 0.09721 350.000 24.302 -100.000 350.000 24.302 -100.000
3.4300 2 0.10120 350.000 25.299 -100.000 350.000 25.299 -100.000
3.4400 2 0.10518 350.000 26.296 -100.000 350.000 26.296 -100.000
3.4500 2 0.10917 350.000 27.293 -100.000 350.000 27.293 -100.000
3.4600 2 0.11316 350.000 28.290 -100.000 350.000 28.290 -100.000
3.4700 2 0.11715 350.000 29.287 -100.000 350.000 29.287 -100.000
3.4800 2 0.12114 350.000 30.284 -100.000 350.000 30.284 -100.000
3.4900 2 0.12512 350.000 31.281 -100.000 350.000 31.281 -100.000
3.5000 2 0.12911 350.000 32.278 -100.000 350.000 32.278 -100.000
3.5100 2 0.13310 350.000 33.275 -100.000 350.000 33.275 -100.000
3.5200 2 0.13709 350.000 34.272 -100.000 350.000 34.272 -100.000
3.5300 2 0.14108 350.000 35.269 -100.000 350.000 35.269 -100.000
3.5400 2 0.14506 350.000 36.266 -100.000 350.000 36.266 -100.000
3.5500 2 0.14905 350.000 37.263 -100.000 350.000 37.263 -100.000
3.5600 2 0.15304 350.000 38.260 -100.000 350.000 38.260 -100.000
3.5700 2 0.15703 350.000 39.257 -100.000 350.000 39.257 -100.000
3.5800 2 0.16102 350.000 40.254 -100.000 350.000 40.254 -100.000
3.5900 2 0.16500 350.000 41.251 -100.000 350.000 41.251 -100.000
3.6000 2 0.16899 350.000 42.248 -100.000 350.000 42.248 -100.000
3.6100 2 0.17298 350.000 43.245 -100.000 350.000 43.245 -100.000
3.6200 2 0.17697 350.000 44.242 -100.000 350.000 44.242 -100.000
3.6300 2 0.18096 350.000 45.239 -100.000 350.000 45.239 -100.000
3.6400 2 0.18495 350.000 46.236 -100.000 350.000 46.236 -100.000
3.6500 2 0.18893 350.000 47.233 -100.000 350.000 47.233 -100.000
